Time [s],Channel 0,Channel 1,Channel 2
0.484785920,0,0,1
0.484786240,0,1,1
0.484786560,0,0,1
0.484786720,0,0,0
0.484787040,0,1,0
0.484787360,0,0,0
0.484787680,0,1,0
0.484788000,0,0,0
0.484788320,0,1,0
0.484788640,0,0,0
0.484788960,0,1,0
0.484789280,0,0,0
0.484789600,0,1,0
0.484789920,0,0,0
0.484790240,0,1,0
0.484790560,0,0,0
0.484791040,0,1,0
0.484791360,0,0,0
0.484791680,0,1,0
0.484792000,0,0,0
0.484792320,0,1,0
0.484792640,1,0,1
0.484792960,1,1,1
0.484793280,0,0,0
0.484793600,0,1,0
0.484793920,0,0,0
0.484794240,0,1,0
0.484794560,0,0,0
0.484795040,0,1,0
0.484795360,1,0,0
0.484795680,1,1,0
0.484796000,0,0,0
0.484796320,0,1,0
0.484796640,0,0,0
0.484796960,0,1,0
0.484797280,0,0,0
0.484797600,0,1,0
0.484797920,0,0,0
0.484798240,0,1,0
0.484798560,0,0,0
0.484799040,0,1,0
0.484799360,1,0,1
0.484799680,1,1,1
0.484800000,1,0,0
0.484800320,1,1,0
0.484800640,0,0,0
0.484800960,0,1,0
0.484801280,0,0,0
0.484801600,0,1,0
0.484801920,1,0,1
0.484802240,1,1,1
0.484802560,1,0,1
0.484802720,0,0,0
0.484803040,0,1,0
0.523672480,0,0,0
0.523672800,0,1,0
0.523673280,0,0,0
0.523673600,0,1,0
0.523673920,0,0,0
0.523674240,0,1,0
0.523674560,0,0,0
0.523674880,0,1,0
0.523675200,0,0,0
0.523675520,0,1,0
0.523675840,0,0,0
0.523676160,0,1,0
0.523676480,0,0,0
0.523676800,0,1,0
0.523677280,0,0,0
0.523677600,0,1,0
0.523677920,0,0,0
0.523678240,0,1,0
0.523678560,0,0,0
0.523678880,0,1,0
0.523679200,0,0,0
0.523679520,0,1,0
0.523679840,0,0,0
0.523680160,0,1,0
0.523680480,0,0,0
0.523680960,0,1,0
0.523681280,0,0,0
0.523681600,0,1,0
0.523681920,0,0,0
0.523682240,0,1,0
0.523682560,0,0,0
0.523682880,0,1,0
0.523683200,0,0,0
0.523683520,0,1,0
0.523683840,0,0,0
0.523684160,0,1,0
0.523684480,0,0,0
0.523684960,0,1,0
0.523685280,0,0,0
0.523685600,0,1,0
0.523685920,1,0,0
0.523686240,1,1,0
0.523686560,0,0,0
0.523686880,0,1,0
0.523687200,0,0,0
0.523687520,0,1,0
0.523687840,0,0,0
0.523688160,0,1,0
0.523688480,0,0,0
0.523688960,0,1,0
0.523689280,0,0,0
0.523689600,0,1,0
0.523689920,1,0,0
0.523690240,1,1,0
0.523690560,0,0,0
0.523690880,0,1,0
0.523691200,0,0,0
0.523691520,0,1,0
0.523691840,0,0,0
0.523692160,0,1,0
0.523692480,0,0,0
0.523692960,0,1,0
0.523693280,0,0,0
0.523693600,0,1,0
0.524144480,0,0,0
0.524144800,0,1,0
0.524145280,0,0,0
0.524145600,0,1,0
0.524145920,0,0,0
0.524146240,0,1,0
0.524146560,0,0,0
0.524146880,0,1,0
0.524147200,1,0,1
0.524147520,1,1,1
0.524147840,0,0,0
0.524148160,0,1,0
0.524148480,1,0,0
0.524148800,1,1,0
0.524149280,1,0,0
0.524149600,1,1,0
0.524149920,0,0,0
0.524150240,0,1,0
0.524150560,0,0,0
0.524150880,0,1,0
0.524151200,0,0,0
0.524151520,0,1,0
0.524151840,1,0,0
0.524152160,1,1,0
0.524152480,0,0,0
0.524152800,0,1,0
0.524153280,0,0,0
0.524153600,0,1,0
0.524153920,0,0,0
0.524154240,0,1,0
0.524154560,0,0,0
0.524154880,0,1,0
0.524155200,1,0,1
0.524155520,1,1,1
0.524155840,0,0,0
0.524156160,0,1,0
0.524156480,0,0,0
0.524156800,0,1,0
0.524157280,0,0,0
0.524157600,0,1,0
0.524157920,0,0,1
0.524158240,0,1,1
0.524158560,0,0,0
0.524158880,0,1,0
0.524159200,0,0,0
0.524159520,0,1,0
0.524159840,0,0,0
0.524160160,0,1,0
0.524160480,0,0,0
0.524160960,0,1,0
0.524161280,0,0,0
0.524161600,0,1,0
0.524161920,1,0,1
0.524162240,1,1,1
0.524162560,1,0,1
0.524162880,1,1,1
0.524163200,1,0,0
0.524163520,1,1,0
0.524163840,0,0,0
0.524164160,0,1,0
0.524164480,1,0,0
0.524164640,1,0,1
0.524164960,1,1,1
0.524165280,0,0,0
0.524165600,0,1,0
